0,0,0,0.068903
0,0,1,0.045518
0,0,2,0.182718
0,0,3,0.14582
0,0,4,0.28164
0,0,5,0.275403
0,1,0,0.220309
0,1,1,0.133891
0,1,2,0.105463
0,1,3,0.064998
0,1,4,0.215334
0,1,5,0.260005
0,2,0,0.135305
0,2,1,0.246605
0,2,2,0.16136
0,2,3,0.217501
0,2,4,0.050148
0,2,5,0.189081
0,3,0,0.093257
0,3,1,0.206431
0,3,2,0.166516
0,3,3,0.248808
0,3,4,0.147577
0,3,5,0.13741
0,4,0,0.235326
0,4,1,0.275726
0,4,2,0.02453
0,4,3,0.001681
0,4,4,0.216609
0,4,5,0.246128
0,5,0,0.163407
0,5,1,0.183249
0,5,2,0.201828
0,5,3,0.126164
0,5,4,0.158802
0,5,5,0.166549
1,0,0,0.138176
1,0,1,0.098592
1,0,2,0.176739
1,0,3,0.165738
1,0,4,0.089449
1,0,5,0.331306
1,1,0,0.173701
1,1,1,0.263351
1,1,2,0.176751
1,1,3,0.185824
1,1,4,0.160357
1,1,5,0.040016
1,2,0,0.070175
1,2,1,0.378482
1,2,2,0.14405
1,2,3,0.025981
1,2,4,0.231662
1,2,5,0.14965
1,3,0,0.23152
1,3,1,0.047607
1,3,2,0.261006
1,3,3,0.257002
1,3,4,0.102794
1,3,5,0.100071
1,4,0,0.29135
1,4,1,0.264876
1,4,2,0.02892
1,4,3,0.233601
1,4,4,0.023317
1,4,5,0.157936
1,5,0,0.237361
1,5,1,0.115991
1,5,2,0.290767
1,5,3,0.120973
1,5,4,0.036798
1,5,5,0.19811
2,0,0,0.067757
2,0,1,0.129364
2,0,2,0.213896
2,0,3,0.193453
2,0,4,0.311379
2,0,5,0.084152
2,1,0,0.161777
2,1,1,0.326193
2,1,2,0.044492
2,1,3,0.072906
2,1,4,0.098032
2,1,5,0.296601
2,2,0,0.151996
2,2,1,0.132696
2,2,2,0.095162
2,2,3,0.11803
2,2,4,0.308695
2,2,5,0.19342
2,3,0,0.167727
2,3,1,0.107991
2,3,2,0.303355
2,3,3,0.02423
2,3,4,0.363407
2,3,5,0.033289
2,4,0,0.230031
2,4,1,0.228388
2,4,2,0.005601
2,4,3,0.241145
2,4,4,0.177111
2,4,5,0.117725
2,5,0,0.103561
2,5,1,0.085879
2,5,2,0.228628
2,5,3,0.22095
2,5,4,0.186188
2,5,5,0.174794
3,0,0,0.303662
3,0,1,0.267855
3,0,2,0.151003
3,0,3,0.01806
3,0,4,0.15999
3,0,5,0.099429
3,1,0,0.238249
3,1,1,0.114783
3,1,2,0.108064
3,1,3,0.216962
3,1,4,0.255534
3,1,5,0.066408
3,2,0,0.065036
3,2,1,0.063614
3,2,2,0.014218
3,2,3,0.339056
3,2,4,0.180625
3,2,5,0.337451
3,3,0,0.110402
3,3,1,0.363451
3,3,2,0.373246
3,3,3,0.043576
3,3,4,0.030412
3,3,5,0.078913
3,4,0,0.094372
3,4,1,0.059754
3,4,2,0.32097
3,4,3,0.000425
3,4,4,0.257004
3,4,5,0.267476
3,5,0,0.057446
3,5,1,0.218321
3,5,2,0.314152
3,5,3,0.052263
3,5,4,0.332545
3,5,5,0.025274
4,0,0,0.008625
4,0,1,0.233257
4,0,2,0.014512
4,0,3,0.251887
4,0,4,0.245199
4,0,5,0.246521
4,1,0,0.250883
4,1,1,0.062294
4,1,2,0.194597
4,1,3,0.238094
4,1,4,0.1266
4,1,5,0.127532
4,2,0,0.185815
4,2,1,0.257534
4,2,2,0.169876
4,2,3,0.105113
4,2,4,0.215805
4,2,5,0.065857
4,3,0,0.248351
4,3,1,0.133795
4,3,2,0.191309
4,3,3,0.07263
4,3,4,0.189476
4,3,5,0.164439
4,4,0,0.22415
4,4,1,0.010028
4,4,2,0.279376
4,4,3,0.026785
4,4,4,0.211961
4,4,5,0.247699
4,5,0,0.205308
4,5,1,0.271642
4,5,2,0.065784
4,5,3,0.12089
4,5,4,0.2535
4,5,5,0.082877
5,0,0,0.219341
5,0,1,0.246695
5,0,2,0.129103
5,0,3,0.206743
5,0,4,0.131877
5,0,5,0.066242
5,1,0,0.061259
5,1,1,0.053928
5,1,2,0.1338
5,1,3,0.166093
5,1,4,0.220636
5,1,5,0.364284
5,2,0,0.295431
5,2,1,0.227614
5,2,2,0.22894
5,2,3,0.172923
5,2,4,0.019475
5,2,5,0.055617
5,3,0,0.187087
5,3,1,0.20309
5,3,2,0.184761
5,3,3,0.024336
5,3,4,0.206432
5,3,5,0.194293
5,4,0,0.156468
5,4,1,0.10991
5,4,2,0.017182
5,4,3,0.312423
5,4,4,0.117106
5,4,5,0.28691
5,5,0,0.031403
5,5,1,0.136085
5,5,2,0.188358
5,5,3,0.273571
5,5,4,0.12003
5,5,5,0.250554
